Name,Image_URL,Description
Wild Rocket 'Rochelle',/media/images/1766_dbweb-26.jpg?1724849961,"Wild rocket 'Rochelle' is a well-loved vegetable because of its characteristic, spicy taste. This wild rocket variety has thick, dark-green leaves and is suitable for both glasshouse as well as outdoor cultivation. The variety rarely bolts and is well-resistant to downy mildew. One packet contains 1 gram of seeds and is sufficient for approximately 5 square meters."
Rocket 'Esmee',/media/images/1760_dbweb-28.jpg?1724849890,"Rocket 'Esmée' has a peppery, but not bitter, nutty flavor. This variety was developed by De Bolster and is recognisable by its fine, incised leaves."
Buckwheat - Green manure,/media/images/4070_dbweb.jpg?1549350221,Buckwheat is a frost-sensitive plant and is not sown until mid-May. The plant reaches about 1 meter in height and attracts bees. Hull the seeds before consumption.
Field margin mixture ‘M1’,/media/images/field_margin_mixture_m1_800x8006.jpg?1614700158,Meadow margin mixture 'M1' attracts parasitic wasps that parasitize larvas of the bean seed fly. The nectar-rich mixture helps control this pest.
Field margin mixture ‘M2’,/media/images/akkerrandmengsel_m2_800x8002.jpg?1614700233,"Field margin mixture ‘M2’ brings back the look of a traditional grain field. It consists of oat, barley and buckwheat along with various meadow flowers."
Flower Mixture 'Elegance',/media/images/flower_mixture_elegance_800x8000.jpg?1614700265,Flower mixture 'Elegance' consists of several varieties with smaller flowers and a fine leaf structure. This creates a colorful garden and attracts rich insect life.
"Tübingen Flowers, mixture",/media/images/6130-tübingermengsel2.jpg?1676285101,"Tübingen Flower Mixture contains seeds of phacelia, buckwheat, white mustard, coriander, love-in-a-mist, marigold, cornflower, oilseed radish, mallow, borage, dill, common bird's foot and sunflower."
Fennel ‘Solaris F1’,/media/images/fennel_solaris-800x8007.jpg?1614699818,"Fennel 'Solaris F1' produces round bulbs that can be harvested quickly. This variety is hardly prone to dryness or woodiness, has a subtle aniseed flavor and a juicy texture."
Lavender,/media/images/3170_dbweb.jpg?1549350221,"Lavender is a perennial herb that prefers chalky soil and a sunny spot. This aromatic, bushy herb flowers from the second year onwards."
Garden Cress 'Cressida',/media/images/1980_dbweb.jpg?1549350221,Garden cress 'Cressida' is equally happy outdoors or growing year-round on the windowsill. The shoots have a spicy flavor and taste delicious raw. Also suitable as a baby leaf.
Lovage,/media/images/3160_dbweb.jpg?1549350221,"Lovage is a perennial herb, also known as the ‘Maggi plant’. Seed this herb in a moist spot. Lovage can cope well with some shade. It is often used in soups."
Blue Lupin - Green manure,/media/images/4010_dbweb.jpg?1549350221,"Blue Lupin is not bitter and can therefore be used as cattle feed. Blue Lupin is a fast-growing, annual plant. This plant is mainly used as a green manure and soil improver."
Lemon Balm,/media/images/3080_dbweb.jpg?1549350221,"The lemon-scented leaves of lemon balm are mostly used to make tea. It is a perennial, hardy herb. Cut the leaves before flowering if you want to dry them."
Basil 'Dark Opal',/media/images/3030_dbweb.jpg?1549350221,"You can pick 'Dark Opal' leaves to use at once or dry first. This variety produces medium-sized, dark purple leaves. It needs a warm, sheltered spot."
Serradella - Green manure,/media/images/4060_dbweb.jpg?1549350221,Seradella has a long flowering period and is ideal as a green manure on lighter soils. This annual legume has a creeping habit.
Phacelia - Green manure,/media/images/phacelia-8005.jpg?1716361424,Phacelia can be sown from March to mid-August. Bees just love phacelia and the plant is also a good green manure crop. The plant grows to about 70 cm and dies off in winter after frost.
Runner Bean 'Lady Di',/media/images/1205_dbweb.jpg?1549350221,"The stringless, runner bean 'Lady Di' is purple with black seeds. The very robust, vigorous crop has beautiful flowers and pods of about 28-30 cm long."
Dwarf French Bean 'Compass',/media/images/1081_dbweb.jpg?1549350221,"Dwarf French Bean 'Compass' is an easy-to-pick 'haricot vert' type. Sow in rows from May to July. The crop with thin, dark green beans will be about 50 cm high."
Dwarf French Bean ‘Davis’,/media/images/1085_dbweb5.jpg?1702475126,"Dwarf French Bean 'Davis' is a French bean with long, uniform pods. This variety offers plants of 50 cm high and is specially developed for hand picking. This French bean is highly resistant to diseases and moulds. One packet contains 50 grams, which is sufficient for approximately 10 square meters."
Dwarf French Bean 'Dior',/media/images/12180.jpg?1688459301,"Dwarf French Bean 'Dior' produces straight pods, arranged neatly on the outside of the plant for easy picking. Sow from May to mid-July at the latest. The fine, beautiful yellow-green pods are 13-14 cm long."
Dwarf French Bean 'Domino',/media/images/1082_dbweb.jpg?1549350221,"Dwarf French Bean 'Domino' produces a wonderful, dark pod. The plant is about 50 cm high and has a high yield. The pods have a uniform set and a good length-to-thickness ratio."
Dwarf French Bean 'Faraday',/media/images/1083_dbweb.jpg?1549350221,"Dwarf French Bean 'Faraday' has very fine, long, dark green pods. This commercial variety is highly productive. This type is suitable for both processing and the fresh market."
Dwarf Flat Bean 'Capitano',/media/images/1215_dbweb.jpg?1549350221,"Dwarf Flat Bean 'Capitano' can be used as a flat bean as well as a green bean. This variety produces straight pods with a uniform, yellow color."
Dwarf Flat Bean 'Nassau',/media/images/1195_dbweb.jpg?1549350221,"Dwarf Flat Bean 'Nassau' is best picked early while the pods are still tender. The flat, green pods grow to about 16 cm long. This variety is very strong. Sow in rows from early May to early June."
Climbing French Bean 'Cobra',/media/images/1172_dbweb.jpg?1654845594,"Climbing French Bean 'Cobra' gives a high yield and can be grown in greenhouses and outdoors. 'Cobra' is a fine, long green bean with slow seed development."
Climbing bean 'Sunshine',/media/images/climbing_french_bean_sunshine_800x8006.jpg?1614699556,"The golden yellow, slender pods of climbing bean 'Sunshine' are up to 18 cm long. It can be pick until October, and so, has a high yield. Delicious, stringless pods."
Climbing Flat Bean 'Golden Gate',/media/images/1174_web6.jpg?1687509959,"The pods of climbing flat bean 'Golden Gate' are 24 mm wide and about 24-26 cm long. This variety is suitable for growing in greenhouses and outdoors. It produces yellow, stringless pods."
Climbing Flat Bean 'Helda',/media/images/1190_dbweb.jpg?1549350221,"Flat-podded climbing bean 'Helda' is the most widely grown variety outdoors. The broad, flattened pods are quite long. Pick these beans a few times a week to encourage growth."
Climbing Flat Bean 'Vitalis',/media/images/1176-14.jpg?1688468458,Climbing Flat Bean 'Vitalis' is suitable for both greenhouse and outdoor cultivation. The dark green pod is about 20 cm long. The somewhat slow growth produces excellent quality pods.
Pea 'Blauwschokker',/media/images/12205.jpg?1654809363,Peas of the 'Blauwschoker' variety have purple flowers and pods. Only the seeds can be consumed. Sow in a pot or directly in the soil from March .
Pea 'Eerste Vroege Mei',/media/images/1270_dbweb.jpg?1549350221,"Pea 'Eerste Vroege Mei' is a very productive pea with fine, round seeds. It is suitable for all soil types. Sowing can start in February, for transplanting outdoors in March."
Snow Pea 'Sweet Horizon',/media/images/13053.jpg?1688460779,"Snow pea 'Sweet Horizon' produces relatively dark, predominantly stringless pods of 9-10 cm long and about 2 cm wide. This variety produces strong, healthy plants that can grow along supports."
Snow Pea 'Norli',/media/images/1300_dbweb.jpg?1549350221,"The rather small snow pea 'Norli' can grow without support. This widely know, richly bearing variety develops a sweeter taste at a later stage of growth."
Summer Purslane,/media/images/20407.jpg?1654761613,Only sow summer purslane in warm enough weather. This quick-growing summer vegetable forms light green leaves. Mix seeds with sand to facilitate sowing. Also suitable as a baby leaf.
Fodder radish - Green manure,/media/images/fodder_radish_800x800_31.jpg?1614700311,Green manure fodder radish can grow up to 80-110 cm in height. Adds a lot of organic matter to the soil when ploughed in. This versatile soil improver suppresses weeds and also controls soil-borne nematodes.
Radish 'Rudolf',/media/images/radish_rudolf-800x8006.jpg?1614699849,"Radish 'Rudolf' produces vibrant red radishes that are nicely-rounded and have a great crunch. This variety has dark, erect leaves, is traditionally crossed and grows as well as an F1 hybrid."
Sage,/media/images/3250_dbweb.jpg?1549350221,Sage leaves can be used fresh and dried. It is a well-known medicinal herb that can ease sore throats and help you sleep better. Sage is a perennial herb that flowers from the second year onwards.
Summer Savory,/media/images/3050_dbweb.jpg?1549350221,The leaves and young shoots of this bushy crop are harvested just before flowering. Summer savory is mildly spicy and suitable for drying.
Scorzonera 'VRN-Enorma',/media/images/1770_dbweb.jpg?1549350221,"Black Salsify 'VRN-Enorma' grows best on uniform, well-loosened soil. It is best not to transplant the crop. This variety produces long, dark brown roots."
Forage Rye - Green manure,/media/images/4090_dbweb.jpg?1549350221,Forage rye is a non-frost-sensitive crop that is ideal as a green manure. This crop can be sown between August and October. It takes root really well and provides good ground cover.
White Mustard - Green manure,/media/images/4040_dbweb.jpg?1549350221,Fast growing white mustard is mainly suitable as a green manure crop. The plant reaches about 1 meter in height. It dies off in winter after frost.
Mini-Plum Tomato 'Bolstar Baloe F1',/media/images/1941_dbweb.jpg?1549350221,'Bolstar Baloe F1' is a mini-plum tomato with single and double clusters. The fruits weigh about 21 grams and taste sweet. This variety is suitable for heated greenhouses or summer cultivation.
Cherry Tomato 'Bartelly F1',/media/images/1948_dbweb.jpg?1549350221,Cherry tomato 'Bartelly F1' is vigorous with strong-branched clusters of tomatoes. Highly productive and suitable for unheated greenhouses. The flavor is a delicious balance between sour and sweet.
Cherry Tomato 'Bronzy',/media/images/1956-30.jpg?1670251365,"Cherry Tomato 'Bronzy' produces juicy fruits that turn a distinctive, beautiful brown colour. This open-pollinated variety is resistant to mildew and can be grown in the greenhouse or outdoors. Space plants 90x50 cm apart."
Plum Tomato 'Bolstar Sensatica F1',/media/images/1943_dbweb.jpg?1549350221,Plum tomato 'Bolstar Sensatica F1' weighs about 80 grams. These tomatoes are not harvested until they are completely colored. Only then is the exceptionally great flavor at its best.
Snack Tomato 'Ormato',/media/images/1955_dbweb4.jpg?1660897867,Snack Tomato 'Ormato' is a tomato variety with orange fruits and a particularly delicious flavour. It is highly productive and can be grown under glass or outdoors. Sow in March and April and space 90x50 cm apart.
Round Tomato 'Bolstar Gimli F1',/media/images/1942_dbweb.jpg?1549350221,"Tomato 'Bolstar Gimli F1' has a good shelf life. The plant produces long clusters of fine, round fruits weighing 70-80 grams. The tomatoes can be picked loose or per cluster of 7 tomatoes."
Round Tomato 'Bolstar Granda',/media/images/1945_dbweb.jpg?1549350221,"Tomato 'Bolstar Granda' is highly productive and especially suitable for unheated greenhouses or polytunnels. This vigorous variety produces clusters of 5-10 fruits with a lovely, mild taste."
Spinach ‘Renegade F1’,/media/images/spinach_renegade-800x8002.jpg?1614699153,"Spinach 'Renegade F1' can be grown throughout the season. After 6 weeks, the spinach already has good leaf quality and aroma. This variety is also suitable for cultivation as baby leaves."
New Zealand Spinach,/media/images/161035.jpg?1654764638,"New Zealand spinach looks very different to ordinary spinach. As the seeds germinate slowly and only at higher temperatures, it is best to sow this variety under glass in April."
Thyme 'German Winter',/media/images/3270_dbweb.jpg?1549350221,The leaves and stems of thyme can be used fresh and dried. This culinary and medicinal herb is often used in pasta dishes. Sow in March or April and plant out in May.
Summer Thyme,/media/images/3275_dbweb1.jpg?1579178181,Summer thyme is an essential ingredient in Mediterranean cuisine. This perennial culinary herb grows well but has limited winter hardiness. Tender stems and very aromatic leaves.
Crimson Clover - Green manure,/media/images/inkarnaatklaver5.jpg?1693830500,Crimson Clover is a lovely bee and butterfly plant that is ideal for natural gardens. The dark red plumes of this hairy clover reach a length of about 4 cm.
Broad Bean 'Eleonora',/media/images/1210_dbweb.jpg?1549350221,"The commercial broad bean variety 'Eleonora' has long, shiny pods, is known for its high production and is not prone to damage by wind. Sowing can start from early March to mid April."
Broad Bean 'Ratio',/media/images/1212_dbweb.jpg?1549350221,"Ratio' is a broad bean with very attractive, well-filled pods. 'Ratio' is a tasty variety developed by De Bolster. It is ideal for freezing. Sow outdoors from March to mid April."
Common vetch - Green manure,/media/images/common_vetch_vicia_sativa_800x800_360.jpg?1614700345,Common Vetch is a quick-growing green manure that forms a lot of plant mass. The strong roots of this nitrogen fixing plant loosen the soil nicely. It is a very important plant for bees and other pollinators.
Sweet Corn 'My Fair Lady F1',/media/images/1939_dbweb.jpg?1549350221,Sweet corn 'My Fair Lady' grows to a height of about 160 cm. The very sweet tasting kernels have a soft texture.
